timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-05-10T13:46:54,TraditionalCNN,a58d2733-7be1-4724-96cf-c530f2eb107f,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1073.480152118,0.0143132719019416,1.333352263076428e-05,42.5,49.51680339259789,10.0,0.0126630633885103,0.014760566808444,0.0029794895035055,0.0304031197004599,0.0,Singapore,SGP,singapore,,,Linux-6.6.122+-x86_64-with-glibc2.35,3.12.13,3.2.6,2,Intel(R) Xeon(R) CPU @ 2.00GHz,1,1 x Tesla T4,103.8501,1.2897,12.67141342163086,machine,99.24196261682242,33.66448598130841,20.705420560747665,2.623586772312628,N,1.0,0.0
2026-05-10T14:04:52,DilatedCNN,4403ff3b-c324-437b-a887-918d72263f00,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1076.9734237339999,0.01507727460821308,1.399967192870768e-05,42.5,54.61256741771624,10.0,0.012706738363426371,0.016329446952435996,0.002989768484961114,0.03202595380082348,0.0,Singapore,SGP,singapore,,,Linux-6.6.122+-x86_64-with-glibc2.35,3.12.13,3.2.6,2,Intel(R) Xeon(R) CPU @ 2.00GHz,1,1 x Tesla T4,103.8501,1.2897,12.67141342163086,machine,99.69245107176141,42.86206896551724,21.77958993476235,2.7592465488686253,N,1.0,0.0
